abbreviation	keggId	pubChemId	cheBlId	hmdb
metmetile				
metphearg				
mettrpphe				
pheasnmet				
pheasp				
pheglnphe				
pheleu				
pheleuasp				
pheleuhis				
phelysala				
phelyspro				
phephe				
phepheasn				
phephethr				
pheproarg				
phesertrp				
phethrlys				
phetrpleu				
phetyr				
phetyrgln				
phetyrlys				
proargasp				
proargcys				
proasncys				
procys				
proglnpro				
proglulys				
prohis				
prohistyr				
proleuarg				
prolyspro				
prophe				
proproarg				
propropro				
protrplys				
protrpthr				
provalgln				
serargala				
serargtrp				
sercysarg				
serglyglu				
serlyshis				
serphelys				
sertrphis				
thrargtyr				
thrasntyr				
thrglnglu				
thrglntyr				
thrhishis				
thrilearg				
thrmetarg				
thrphearg				
thrserarg				
thrthrarg				
thrtyrmet				
trpalapro				
trpargala				
trpaspasp				
trpglngln				
trpglugly				
trpgluleu				
trpglupro				
trpglutyr				
trpglyleu				
trpglyphe				
trpglyval				
trphismet				
trpilelys				
trpiletrp				
trpleuval				
trplys				
trpmetarg				
trpmetval				
trpphe				
trpprogly				
trpproleu				
trpproval				
trpsertyr				
trpthrglu				
trpthrile				
trpthrtyr				
trptyrgln				
trptyrtyr				
trpvalasp				
tyrala				
tyralaphe				
tyrargglu				
tyrargser				
tyrasparg				
tyrcysgly				
tyrcysthr				
tyrglu				
tyrleuarg				
tyrphetyr				
tyrthr				
tyrtrpphe				
tyrtyr				
tyrvalmet				
valarggly				
valhisasn				
valleuphe				
vallystyr				
valphearg				
valprotrp				
valserarg				
valtrpphe				
valtrpval				
valval				
trpglyasp				
Lhcystin				
band				
bandmt				
dhmtp	C15606		49252	
galam	C06377		18232	
mqn10		9988135		
mqn11		6442190		
mqn7		5287554		
mqn8		5376507		
mqn9		6289935		
10m3hddcaACP				
10m3hundecACP				
10m3oddcaACP				
10m3oundecACP				
10mddcaACP				
10mtddec2eACP				
10mtundec2eACP				
12daihdglyc				
12daipdglyc				
12dgr140				
12dgr141				
12dgr160				
12dgr161				
12dgr180				
12dgr181				
12m3hmyrsACP				
12m3htridecACP				
12m3omyrsACP				
12m3otridecACP				
12mmyrsACP				
12mtmrs2eACP				
12npthldl				
14m3hpalmACP				
14m3hpentdecACP				
14m3opalmACP				
14m3opentdecACP				
14mpalmACP				
14mtpalm2eACP				
15phytn				
1agpe120				
1agpe140				
1agpe141				
1agpe160				
1agpe161				
1agpe180				
1agpe181				
1agpg120				
1agpg140				
1agpg141				
1agpg160				
1agpg161				
1agpg180				
1agpg181				
1aihpdecg3p				
1aipdecg3p				
1ddecg3p			57970	
1h2npt				
1hdec9eg3p				
1hdecg3p				
1ihdecg3p				
1itdecg3p				
1odec11eg3p				
1odecg3p				
1tdec7eg3p				
1tdecg3p				
23ccmp				
23ddhb				
23dhba				
23dhdp				
23dhmb				
24dhhed	C06201		58936	
25d5o2a				
25dhpp				
25dop				
26dap_LL				
2ahbut				
2ahhmd				
2ahhmp	C01300			
2c25dho	C01278	4497	16993	
2cpr5p				
2d3dxylt				
2dda7p				
2ddecg3p				
2ddg6p				
2ddglcn				
2dh3dglc				
2dmmq7	C05818			
2dmmq8				
2dmmql8				
2hdec9eg3p				
2hdecg3p				
2hh24dd	C05600	7923	78626	
2hmc				
2hydog				
2hydogcoa	C03058			
2ippm				
2m1hbtpp	C15978	23724627		HMDB0012310
2m1hptpp				
2mahmp				
2mbut	C18319	8314	37070	HMDB0002176
2mbutACP				
2me4p				
2mecdp				
2mnptl				
2mpropACP				
2odec11eg3p				
2odecg3p				
2ohph				
2ombz				
2ombzl				
2omfuc		444792		
2omhmbl				
2ommb				
2ommbl				
2omph				
2oph				
2p4c2me				
2s5epchc	C16519			
2shchc				
2tdec7eg3p				
2tdecg3p				
33hmeoxobut				
3a2opp			1449	
3abutcoa	C05231	440564	15512	HMDB0012248
3c2hmp				
3c4mop				
3cmuc				
3ddlhept		3082831		
3dhq				
3dhsk				
3haACP				
3hbbut				
3hcvac11eACP				
3hdecACP				
3hgACPm				
3hhexACP				
3hoctaACP				
3hoctACP				
3hpACPm				
3ig3p				
3ocddec5eACP				
3ocmrs7eACP				
3ocpalm9eACP				
3ocvac11eACP				
3odecACP				
3ogACPm				
3ohexACP				
3ooctACP				
3opACPm				
3ophb				
3psme				
44dpnspr				
4adcho				
4ahmmp				
4ampm				
4c2me				
4gubut				
4gudbd				
4hmcachl				
4hthr				
4m3hhexACP				
4m3ohexACP				
4mhetz				
4mhexACP				
4mpentACP				
4mpetz				
4mthex2eACP				
4mtpent2eACP				
4pasp				
4per				
4r5au				
5apentam				
5aprbu				
5apru				
5c2o3ed	C04052	6753	15924	
5fth4mpt	C01274	4493	58018	
5hxudidzcba				
5mtc				
5mthglu				
5mtr				
5prdmbz				
6m3hocACP				
6m3oocACP				
6mheptACP				
6mocACP				
6mthept2eACP				
6mtoct2eACP				
6pgg	C04534			
8aonn				
8m3hdcaACP				
8m3odcaACP				
8mdcaACP				
8mnonACP				
8mtdec2eACP				
8mtnon2eACP				
aa				
aacald				
ab14lac_L				
acaadp				
acamoxm			58117	
acbdma14gapuc				
acgalglcur				
acgalidour2s				
achms				
acmalt				
acmam				
acmama				
aconm				
actACP				
actn_R				
actp				
ad				
adcobdam	C06506			
adcobhex	C06506	0		HMDB0001083
adocbi				
adocbip				
adphep_DD				
agdpcbi				
ai15tca1				
ai15tcaacgam				
ai17tca1				
ai17tcaacgam				
alaasp				
alagln				
allphn	C01010			
amob				
amylopect900	C00317	439207	28057	HMDB0003255
amylose300				
apoACP				
appl	C05771	4	291706	HMDB0012136
arabinan101	C02474			
arabinogal	 C00569			
arabinoxyl	G03769			
arabttr				
arbt	C06186	346	18305	HMDB0029943
arbt6p				
arsenb				
ascb6p				
aso3	C06697	544	29866	
aso4	C01478	234	18231	HMDB0012190
btal				
btd_RR	C03044	225936	16982	HMDB0033007
btnso				
btoh	C06142	263	28885	HMDB0004327
but2eACP				
butpi	C02527			
butso3				
bzam				
catechol	C00090	289	18135	HMDB0000957
cbi				
cbmt				
ccmuac	C02480	5280518	16508	HMDB0006331
cd2				
cdpdaihpdecg				
cdpdaipdecg				
cdpdddecg				
cdpddg				
cdpdhdec9eg				
cdpdhdecg				
cdpditdecg				
cdpdodec11eg				
cdpdodecg				
cdpdtdec7eg				
cdpglc	C00501	439244	477439	HMDB0003369
cdpglyc				
cechddd				
cellul	G10481	53477911		
cfesp	C06021			
ch4	C01438	297	16183	HMDB0002714
chols				
chor				
cinnm				
Cit_Mg				
ckdo				
clpn140				
clpn160				
clpn180				
clpnai15				
clpnai17				
co1dam	C06505		28531	HMDB0006904
co2dam	C06504			
cob				
cobalt2				
cobya	C05773			
codhpre6	C11543			
coF420				
coF420h				
colipa				
com	C03576	598	17905	HMDB0003745
comSScob				
copre2	C11538			
copre3	C11539			
copre4	C11540			
copre5	C11541			
copre6	C11542			
crncoa				
cro4				
cspg_ab_rest				
cspg_b_degr				
ctbt				
ctbtcoa				
cu2				
dann				
db4p				
dextran40	C00372	3662		
dhdpacoa	C19945			
dhmphze				
dhna				
dhpmp				
dhpt				
dhptd				
dhsql				
diact	C00741	650	16583	HMDB0003407
diglcpg140				
diglcpg160				
diglcpg180				
diglcpgai15				
diglcpgai17				
dkdi				
dma				
dmbzid				
dmlarg				
dmlz				
dmphqno				
dms	C00580	1068	17437	HMDB0002303
dmso	C11143	679	28262	HMDB0002151
dscl				
dtbt				
dtdp4aaddg				
dtdp4addg				
egACPm				
eig3p				
epACPm				
ethso3				
fe3dcit				
fecrm		27424		
fmfur				
fmnh2				
frmd	C00488	713	16397	HMDB0001536
g3pe				
g3pg				
gACPm				
gagicolipa				
galmannan	G10130			
gam26s				
gdpmanur				
gdptp				
gg4abut				
ggagicolipa				
ggbutal				
gggagicolipa				
gicolipa				
glcmannan	G11598	4934	17020	
glutaccoa	C02411			
glutar	C00489	743	17859	HMDB0000661
glutrna				
glyasn				
glyasp				
glycogen				
glygln				
glymet				
glytyr				
gtspmd				
h2mb4p				
h2s				
h4mpt	C01217	5462234	17321	HMDB0060403
hemeO				
hepdp				
hethmpp				
hexs				
hg2				
hgbam	C06503	8734	27914	
hgbyr	C06399			
hhlipa				
hisp				
histd				
hkndd				
hkntd				
hlipa				
hoacoa	C14145			
homogal				
hphaccoa				
hphhlipa				
hqn				
hspg_degr_1				
hspg_degr_10				
hspg_degr_11				
hspg_degr_2				
hspg_degr_3				
hspg_degr_4				
hspg_degr_5				
hspg_degr_6				
hspg_degr_7				
hspg_degr_8				
hspg_degr_9				
i14tca1				
i14tcaacgam				
i16tca1				
i16tcaacgam				
iasp				
icolipa				
imacp				
imogly	C15809	47205134	53647	
ind3ppa		3292996	82916	
indaccoa				
indpyr				
inulin	C03323	24763	15443	HMDB0014776
isetac				
ispre	C16521	6557	35194	
kdo				
kdo2lipid4				
kdo2lipid4L				
kdo8p				
kdolipid4				
kphphhlipa				
l2a6o				
Largn	C00826		17530	
lichn	C00478	3761	6452	
lipa				
lipidA				
lipidAds				
lipidX				
m12dahglyc				
m12dapglyc				
m12ditglyc				
m12dixglyc				
madg				
malcoam				
mannan				
mcom	C03920	6649	17827	
mecfsp	C06020			
met_D		3292996	82916	
metala			74394	
metsox_R_L		57392327	58773	
mfur				
mg2				
mh4mpt	C04488	7107	58116	
mn2				
mobd	C06232	82208	25371	HMDB0012260
mops				
mphze				
mql7	C05819			
mql8				
mso3				
mtethnpn				
mtth4mpt	C04330	6982	17975	
n2				
n2o				
ncptrc	C00436	502	17902	HMDB0033458
ni2	C19609	934	49786	HMDB0002457
np2msucc				
np2msucccoa	C14116			
ocmhmxbq				
octdp				
ohpb				
op4en				
oxadpcoa	C02232	9543153	15490	HMDB0060378
oxcoa				
oxglyc				
oxur				
pa120				
pa140				
pa141				
pa160				
pa161				
pa180				
pa181				
paai15				
paai17				
pad				
pai14				
pai16				
pb				
pe120				
pe140				
pe141				
pe160				
pe161				
pe180				
pe181				
peai15				
peai17				
pecticgal				
pei14				
pei16				
pendp				
pg120				
pg140				
pg141				
pg160				
pg161				
pg180				
pg181				
pgai15				
pgai17				
pgi14				
pgi16				
PGP				
pgp120				
pgp140				
pgp141				
pgp160				
pgp161				
pgp180				
pgp181				
pgpai15				
pgpai17				
phhlipa				
phphhlipa				
phthr				
phyldpp				
pime	C02656	385	30531	HMDB0000857
pmACP				
pmACPm				
pmcoa				
ppaca	C03167	6050	18124	
ppap				
ppgpp				
pppn		12497		
pprdn	C06181	8432	47858	
pqq				
pqqh2				
prbamp				
prbatp				
pre3a	C05772			
pre3b	C06406			
pre4	C06407			
pre5	C06416			
pre6a	C06320			
pre6b	C06319			
pre8	C06408			
prfp				
ps120		C02737	0	
ps140				
ps141				
ps160				
ps161				
ps180				
ps181				
psai15				
psai17				
psi14				
psi16				
pslac	C11536	13703	32896	
pullulan1200				
q8				
q8h2				
qn				
quint				
rb15bp				
rdmbzi				
rhamnogalurI	G09800			
rhamnogalurII	G06506			
rhcys				
s				
sacald	C00593			
salc6p	C06188			
salcn	C01451	439503	17814	HMDB0003546
sbzcoa				
scl				
sheme				
skm				
skm5p				
sl26da				
sl2a6o				
slac	C11537			
spyr	C05528	440717	16894	HMDB0004045
srbL1p	C02888	439837	38342	HMDB0006797
sttca1				
sttcaacgam				
sucarg				
sucbz				
succitr_L				
sucglu				
suchms				
sulfac				
t3c5ddeceACP				
t3c7mrseACP				
t3c9palmeACP				
tartr_L				
tcb	C19806	14925	45969	HMDB0031193
thdp				
thfglu				
thglu				
tma	C00565	1146	18139	
tmao	C01104	1145	15724	
u23ga				
u3aga				
u3hga				
uaaAgla				
uaaAgtla				
uaagmda				
uaagtmda				
uaccg				
uacmamu				
uaGgla				
uagmda				
uama				
uamag				
uamr				
udcpdp				
udcpp				
uGgla				
ugmd				
ugmda				
unaga				
up4g	C06198	148197	27791	HMDB0006796
urdgly	C02091	5176	16282	
urdglyc				
xylan	G00279			
xyluglc				
10mundecACP				
11m3hddcaACP				
11m3oddcaACP				
11mddcaACP				
11mtddec2eACP				
12dihdglyc				
12dipdglyc				
12ditdglyc				
12dixdglyc				
12mtridecACP				
12mttritec2eACP				
13m3hmyrsACP				
13m3omyrsACP				
13mmyrsACP				
13mtmrs2eACP				
13ppd	C02457	5477	16109	
14mpentdecACP				
14mtpentdec2eACP				
15dap				
15m3hpalmACP				
15m3opalmACP				
15mpalmACP				
15mtpalm2eACP				
1ihpdecg3p				
1ipdecg3p				
1p4h2cbxl				
23camp				
23cgmp				
23dhb				
23dhmp				
25dkglcn				
25drapp				
26dap_M				
2aeppn	C03557	339	15573	HMDB0011747
2agpe120				
2agpe140				
2agpe141				
2agpe160				
2agpe161				
2agpe180				
2agpe181				
2agpg120				
2agpg140				
2agpg141				
2agpg160				
2agpg161				
2agpg180				
2agpg181				
2ddpent				
2dh3dgal				
2dh3dgal6p				
2dhglcn				
2dhguln				
2dhp				
2h3oppan				
2hymeph	C06191			
2ins				
2ohed	C03063	5963	1254	
2omxyl	560157			
34dhb				
35dacap				
36dahx	C01142	439417	15613	HMDB0012114
3btcoa				
3c3hmp				
3cmp				
3dhgulnp				
3gmp				
3h3mop				
3hadpcoa	C14145	53481427		HMDB0012475
3hcddec5eACP				
3hcmrs7eACP				
3hcpalm9eACP				
3hddecACP				
3hhcoa				
3hhdcoa				
3hmrsACP				
3hocoa				
3hpalmACP				
3hphac	C05593	12122	17445	HMDB0000440
3hppnl	C00969	75049	17871	HMDB0003453
3m1hbtpp				
3mbutACP				
3mcat				
3msaclt				
3oddecACP				
3ohcoa				
3omrsACP				
3oocoa				
3ooctdACP				
3opalmACP				
3oxoadp	C00846	93	37440	HMDB0000398
4abz				
4h2opntn				
4hba				
4hbutcoa	C11062		28522	
4hdxbutn	C00989	10413	30830	HMDB0000710
4hmsaclt				
4hpro_D	C03440	440014	16231	HMDB0060460
4m3hpentACP				
4m3opentACP				
4mcat	C06730	9958	17254	HMDB0000873
5a3ohex	C03656	440077	27713	HMDB0012131
5aptn	C00431	138	15887	HMDB0003355
5cm2hmu			2040	
5cmhmsa	C04642	7231	17142	
5dgclur				
5dglcn				
5dh4dglc				
5drib				
5m3hhexACP				
5m3ohexACP				
5mhexACP				
5mthex2eACP				
5odhf2a				
6hmhpt				
6hmhptpp				
6m3hheptACP				
6m3oheptACP				
7m3hocACP				
7m3oocACP				
7mocACP				
7mtoct2eACP				
8m3hnonACP				
8m3ononACP				
9m3hdcaACP				
9m3odcaACP				
9mdcaACP				
9mtdec2eACP				
ab6p3hxl				
acerA		11636912		
acgal6p				
acgalidour				
acon_C				
acon_T				
acser				
actn_S				
adhlam				
adphep_LD				
aihdl24tcaala_D				
aihdl24tcaglu				
aihpdcoa				
aipdcoa				
aipdl24tcaala_D				
aipdl24tcaglu				
alac_S				
alaglu				
alagly				
alahis	C00386	439224	15727	HMDB0000033
alaleu				
alathr				
alltn_R				
altrn				
amopbut_L	C07335		77851	
apio_D	C01488		27672	HMDB0029941
applp	C04122			
ara5p				
arab_D				
arabt_L				
aspsa				
biomass				
btd_SS				
butACP				
bz12diol	C06321	8557	18340	
cddec5eACP				
cdec3eACP				
cdpdihdecg				
cdpdihpdecg				
cdpdipdecg				
cdpdtdecg				
cellb				
cenchddd				
chtbs				
clpni14				
clpni15				
clpni16				
clpni17				
copre8	C11545			
cspg_a_degr				
cspg_c_degr				
cspg_c_rest				
d5kg	C06892	9109	27972	
d5kgp	C06893	9110	16925	
dad_5	C05198	439182	17319	HMDB0001983
dcaACP				
dextrin	C00721			
dgal6p				
dhcinnm				
dhnpt				
dhpppn				
diglcpgi14				
diglcpgi15				
diglcpgi16				
diglcpgi17				
dnacsn				
dnarep				
dxyl5p				
fa1				
fa11				
fa12				
fa3				
fa4				
fa6				
fc1p				
fcl_L				
fdxox	C00139			
fdxrd	C00138			
fruur				
g15lac				
g1p_B	C00663			
g6p_B	C01172	439427	17719	HMDB0003498
galam6p				
galct_D				
galctn_D	C00880	128869	16534	HMDB0000565
galt1p				
galur				
gam1p				
gbbtn				
glc_bD				
glu_D				
glu1sa				
glyc45tca				
glyc45tcaala_D				
glyc45tcaglc				
glycogenb				
glyglu				
gmhep17bp				
gmhep1p				
gmhep7p				
hcit	C01251	439459	52222	HMDB0003518
hexACP				
hexdp				
hkmpp	C15651	17396641	50605	
hspg_degr_12				
hspg_degr_13				
hspg_degr_14				
hspg_degr_15				
hspg_rest				
hxal				
i15tca1				
i15tcaacgam				
i17tca1				
i17tcaacgam				
ichor				
idon_L				
ihdcoa				
ihdl24tcaala_D				
ihdl24tcaglu				
ihpdcoa				
ihxdl24tcaala_D				
ihxdl24tcaglu				
ind3acam				
ipdcoa				
ipdl24tcaglu				
iptd24tcaala_D				
isobut	C02632	6590	16135	HMDB0001873
isocapr				
isomal	C00252	439193	28189	HMDB0002923
isoval	C08262	10430	28484	HMDB0000718
itdcoa				
itdl24tcaala_D				
itdl24tcaglu				
kesto				
kestopt				
kestottr				
lac6p	C05396	440654		HMDB0006789
laccoa	C00827	3081970	15529	HMDB0002346
levan1000	C01355	22833608		HMDB0003539
levanb	C01725	223440163	6435	
levanttr		101014471		
levantttr				
lmn2				
lmn30				
lyx_L	C08348	84740	47962	HMDB0002545
m12dihglyc				
m12dipglyc				
m12dmglyc				
m12dpglyc				
m12dsglyc				
mal_D				
malon				
malt6p				
mana				
mantr				
mbdg				
mcrea				
melib				HMDB0055419
melt				
metsox_S_L				
mmtsa	C06002	5462303	27821	HMDB0002217
mnl				
mnl1p				
msll24tcaala_D				
msll24tcaglu				
mucl	C04105	6796	18080	
myrstca1				
myrstcaacgam				
n6all26d	C04390			
Naccitr_L				
nforglu				
no3				
oazur				
oc2coa				
ocACP				
oxalc				
oxptn	C03273	439963	39153	HMDB0012233
pai15				
pai17				
palmtca1				
palmtcaacgam				
pant_R				
pei15				
pei17				
peptmet_L				
peptmetox_L				
pgi15				
pgi17				
pgpi14				
pgpi15				
pgpi16				
pgpi17				
PGPm1				
phppa	C01744	10394	32980	HMDB0002199
phytn				
plac	C05607	0	8100	HMDB0000563
plml24tcaala_D				
plml24tcaglu				
ppal				
pphn				
pphtd				
pran				
prl45tca				
prl45tcaala				
prl45tcaglc				
prlp				
prodslfd				
prodthl				
proteinsynth				
psd5p				
pser_D	C02532	5539	37713	
psi15				
psi17				
raffin				
razur				
rbl_L				
rml				
rml1p				
rmn				
rnatrans				
ru5p_L				
s17bp				
salc				
sbt6p				
starch1200				
stel24tcaala_D				
stel24tcaglu				
stys				
suc6p				
sucgsa				
sucorn				
t3c11vaceACP				
tag6p_D				
tagdp_D				
tagur				
tartr_M				
tcam				
td2coa				
tddec2eACP				
tdec2eACP				
teich_45_BS				
thex2eACP				
thrp				
tmrs2eACP				
toct2eACP				
toctd2eACP				
tpalm2eACP				
tre6p				
trnaglu				
uaaGgla				
uaaGgtla				
uacmam				
udpgalfur				
xu1p_L				
xu5p_L				
xylhl_L	C03289	439966	73681	
xyllac_D				
xylt_D				
zn2	C00038	32051	29105	HMDB0001303
selni				
tet				
ph2s				
3hpaacp				
2thdeacp				
atnodp	C04145	6830	18144	
ttc				
h2co3	C01353	767	28976	HMDB0003538
actyr				
sucacetat				
sucaceto				
vanilpyr				
vanillac				
nacvanala				
2h3mv				
2hiv				
2m3hbu				
2m3ovcoa				
2m3ovac				
2m3hvac				
3h3mglt		5459993	17325	HMDB0059737
3mglutac				
3mglutr				
ppiogly				
mvlac		5325923		HMDB0006024
tiggly				
td2glutrcoa				
3hglutcoa				
3ohglutac				
glutacoa				
glutcon				
3hivac				
3hadicoa				
3hadpac				
3ohsebcoa				
3ohsebac				
3ohsubcoa				
3ohsubac				
caproic			17120	HMDB0061883
5ohhexa				
7ohocata				
ethmalcoa				
ethmalac				
hexgly				
methsuccoa				
methsucc				
subgly				
4ohbut	C00989	3037032	16724	HMDB0015507
2hxic_L				
thexdd				
hexdtr				
hpdececoa				
hpdece				
eic21114tr				
5eipenc				
vldl_hs				
idl_hs				
ldl_hs				
hdl_hs				
myelin_hs				
chylo_hs				
dopa4sf	C13691	123932		HMDB0004148
dopa4glcur		3082490		HMDB0010329
dopa3glcur				
34dhpe		82755	68889	HMDB0005784
neuromelanin				
5cysgly34dhphe				
6hddopaqn				
5cysdopa				
23dh1i56dio				
4glu56dihdind				
ind56qn				
phcrm_hs				
phsphings				
phsph1p				
gda1_hs				
hhxdcal				
M01570				
M02956	C00422		ChEBI:17855	
M01569				
M00234	C00641		17815	
M01807				
M00503	C01885		17408	
HC02065	C00162		35366	
M03147				
M03146				
M00241	C00641		17815	
M01820	C00162		35366	
M00510	C01885		17408	
M01819	C00162		35366	
M00003		5312435	75094	HMDB0060038
M00008	C16525	6439848	603631	HMDB0005060
M00010	C16522	5312529	53460	HMDB0060039
M00017		5312518	134479	HMDB0035159
M00019		5312441	82617	HMDB0041480
M00021	C16533	5312554	75117	HMDB0062219
M00115		5282755		HMDB0062242
M00117		5312401	53206	HMDB0062243
M00260				
M00265				
M00315				
M00341		5312557	1038735	HMDB0002823
M01197		5282744		HMDB0031053
M01207				
M01235		5282767	32419	HMDB0062436
M01238	C16536	5312440		HMDB0031046
M01582		5282771	32428	HMDB0002884
M02053		16898	39248	HMDB0002345
M02457		5312531	1306412	HMDB0010378
M02613	C16535	12591	39246	HMDB0000772
M02745		5312400	70716	HMDB0000521
M03045		17085	42394	HMDB0001160
M03051	C17076	12530	45919	HMDB0000910
M03153		5282775	77525	HMDB0062452
M02048				
M02047				
M02353				
M02352				
M02560				
M02561				
M02909				
M02108	C17714	8094	45571	HMDB0000666
M02120	C01585	8892	30776	HMDB0000535
M03117	C17715	8180	32368	HMDB0000947
M03134	C00803	7991	17418	HMDB0000892
M02757				
M01816				
M01268				
M02694	C00888	439337	15536	HMDB0013037
M02107		53481563	37283	HMDB0012969
M02616	C01942	439607	27770	HMDB0013028
M03116		53481608		HMDB0013114
M03050		53481606		HMDB0013109
M00129				
HC10784				
M01141		70679011	70712	HMDB0062426
M01191				
M00004				
M01237				
M00020				
vacccoa		53477847		
M00127	C00712	445639	27997	HMDB0000573
M00116				
M02612				
M00018				
M01236				
M00123				
M00101				
M02052				
M00006				
M03047				
M02112				
M00012	C16179			
M00343				
M00023	C16645			
HC02066	C00162		35366	
HC02085	C00641		17815	
HC02080				
M02740	C00865		ChEBI:16247	
M01429	C00513	439249	17885	HMDB0059599
M00484				
M00502				
M00493				
M00471				
M00463				
M00454				
M00498				
M00461				
M00481				
M00438				
M00469				
M00448				
M00474				
M00470				
M00462				
M00458				
M00494				
M00478				
M00447				
M00442				
M00468				
M00465				
M00453				
M00480				
M00477				
M00446				
M00441				
M00501				
M00500				
M00449				
M00482				
M00483				
M00492				
M00457				
M00464				
M00452				
M00459				
M00466				
M00455				
M00450				
M00439				
M00444				
M00436				
M00443				
M00479				
M00476				
M00460				
M00467				
M00456				
M00451				
M00440				
M00445				
M00437				
HC02089				
HC02043				
HC02061				
HC02044				
HC02045				
HC02046				
HC02047				
HC02048				
HC02082				
HC02038	C00681		16975	
HC02039	C00681		16975	
HC02040	C00681		16975	
HC02041	C00681		16975	
HC02042	C00681		16975	
HC02084	C00681		16975	
HC02091	C00681		16975	
HC02093	C00416		16337	
HC02094				
HC02050	C00416		16337	
HC02051	C00416		16337	
HC02052	C00416		16337	
HC02053	C00416		16337	
HC02054	C00416		16337	
HC02086	C00416	446066		HMDB0000674
HC02056	C00641		17815	
HC02057	C00641		17815	
HC02058	C00641		17815	
HC02059	C00641		17815	
HC02060	C00641		17815	
M02958	C00422		ChEBI:17855	
HC02079				
M00511	C04438			
HC02067	C00162		35366	
M02913	C01233	22833510		HMDB0000114
M02686	C01241		15958	
M02758	C04308	7902	271436	HMDB0032231
HC02063	C00162		35366	
HC02071	C01885		17408	
HC02064	C00162		35366	
HC02075	C01885		17408	
HC02069	C00162		35366	
HC02072	C01885		17408	
HC02073	C01885		17408	
HC02074	C01885		17408	
HC02068	C00162		35366	
HC02076	C01885		17408	
HC02070	C00162		35366	
M02114	C00823	2682	16125	HMDB0003424
M00550	C01192	167650	17868	HMDB0062190
M02017				
M00532				
M02748	C12145		31998	
M02749	C12144	122121	46961	HMDB0004610
M00653	C02630	43	17084	HMDB0059655
M02948	C06125	6451121	60361	HMDB0000024
M02197	C04925			
M02491	G00098			
M01958	G00099			
M03131	G00100			
M03160	C06128		27499	
M02012				
M02013				
M00808	G00047			
M01849	G00048			
M01860	G00046			
M02195	C06131		28743	
M01873	G00038			
M02194	G00045			
M01874	G00040			
M02683	C04922		17006	
M02592	G00051			
M03094	G00052			
M02196	G00055			
M02162	G00056			
M03093	C06132			
M01876	G00057			
M02163	G00060			
M01885	G00084			
M01886	G00085			
M01887	G00086			
M03132	G00090			
M01882	G00081			
M01883	G00082			
M01884	G00083			
M01877	G00072			
M01878	G00073			
M01879	G00074			
M02186	G00078			
M02490	G04561			
M01881	G00079			
CE7231				
M01213				
M01239				
M00297				
CE7228				
M00396				
M00414				
M00426				
M00430				
M01051				
M01208				
M00277				
M00364				
CE6246				
M00377				
M00393	C04577	5280701	15559	HMDB0010210
M00390				
M00276				
M00296				
M00280				
M00334	C14807	5283162	34151	HMDB0013633
M02098				
M03056				
M01203				
M01202				
M00005				
CE2725				
CE2726				
CE2727				
M00310				
CE2728				
CE2729				
CE2449				
M00321				
CE4922				
M01111				
M00304		5283136	72779	HMDB0062286
M00320				
CE5663				
CE5350		53481527		HMDB0012838
M00424				
CE6195				
CE6197				
M01167	C05962	5280889	28269	HMDB0004241
M00392				
M00381				
M00338				
M00382				
CE5708				
M00383				
M00939				
M00937				
M00961				
M00957				
M00963				
M00959				
M00955				
M01067			52386	
M00940				
M00938				
M00942				
M00962				
M00958				
M00954				
M00966				
M00967				
M00964				
M00960				
M00956				
M01068				
M01094				
CE5133				
M00617	C17346	50986117		HMDB0060306
M00754	C05449	440676	28533	HMDB0006896
HC00958	C02528	10133	16755	HMDB0000518
M00978				
M00976			48714	
M01081				
M01083				
M01077				
M01080				
M01076				
M01079				
M00746				
M00753				
M02977				
M00742				
M00615				
M00743				
M00625				
M00979				
M00977				
M01082				
M01084				
M01179				
M01092	C05446	193321	17278	HMDB0001231
M01989	C05464 	22833539	27471	HMDB0000631
M02155	C15517			
M02935				
M01511	C00187	5997	16113	HMDB0062453
M00606	C05502	167685	385115	HMDB0004035
M00579	C05501	53477897	1294	HMDB0006763
M01014		12296	63910	HMDB0059889
M02827	C00662		16906	
M02663	C00667			
M00405	C05499  	53477898	783	HMDB0006764
M00605	C05485	247020	28043	HMDB0004026
M02828	C00138		17513	
M02665	C00139		17908	
M01184	C18038 			
M00406	C05487	192735	27832	HMDB0006762
M00283	C05489	440708		HMDB0006760
M01075	C20252	160531	83865	HMDB0062415
M02760		150901	63837	HMDB0062521
M02761		192722	63843	HMDB0062522
M00603	C05497	222803		HMDB0004030
M00285	C05498	44263342		HMDB0004031
M00759	C13712	92786	50169	HMDB0001449
M00429				
M00434	C05295	7048589	17347	HMDB0003959
M00431				
M00433				
M00783				
M00049				
M02773				
M00898				
M00796				
M00062				
M02693				
M00876				
M00781				
M00047				
M02106				
M00888				
M00791				
M00055				
M02615				
M00910				
M00805				
M00070				
M03115				
M00908				
M00803				
M00068				
M03048				
M00896				
M00794				
M00060				
M02687				
M00874				
M00779				
M00045				
M02099				
M00887				
M00790				
M00054				
M00873				
M00778				
M00044				
M00907				
M00802				
M00067		92136159	90119	HMDB0062232
M00879		25271602	52977	HMDB0060241
M00715				
M03016				
M00843				
M00702				
M03014				
M00852				
M00707				
M03018				
M00839				
M00699				
M03011				
M00871				
M00704				
M03017				
M00860				
M00085				
M03008				
M01217	C14827	6439847		HMDB0006940
CE2539				
M00336	C14762	6443013	34154	HMDB0004667
M00869				
M00086				
M03005				
M00862				
M00712				
M03006				
